id,n_clusters,idA,idB,rpd:davies_bouldin,rpd:dunn_index,rpd:calinski_harabasz,rpd:silhouette,rpdBin:davies_bouldin,rpdBin:dunn_index,rpdBin:calinski_harabasz,rpdBin:silhouette,best:silhouette,best:calinski_harabasz,best:dunn_index,best:davies_bouldin
21E8VZBZRK9ZPK819CWX-843NPVJKM1JRXGWZ96D4,3,21E8VZBZRK9ZPK819CWX,843NPVJKM1JRXGWZ96D4,17.55734726534896,46.21765811278992,65.04733194268083,9.564434381284732,18,46,65,10,B,B,B,B
21FMS8GADT8E3P7CXRXC-DNGZJP5DGYE9R4WY0CE5,3,21FMS8GADT8E3P7CXRXC,DNGZJP5DGYE9R4WY0CE5,2.2566073912188087,13.793581335817247,2.46652174454034,7.612047764187728,2,14,2,8,A,A,B,A
22VY99NRDAHM8F90YMJW-ZFK5AY544JECYAKTJPD7,3,22VY99NRDAHM8F90YMJW,ZFK5AY544JECYAKTJPD7,13.442148102176468,43.74314748339823,9.44682461209974,5.48394271861979,13,44,9,5,A,A,B,A
235S4B0PXBGHYTCGCKHN-BXTHQQE54JT6A9YCNWDH,3,235S4B0PXBGHYTCGCKHN,BXTHQQE54JT6A9YCNWDH,42.74738382458799,47.00838680937739,88.03320679580087,39.39128195498562,43,47,88,39,A,A,A,A
239N5FFXB2HQFHCT6NDB-CADCHXF0ABRJ699H1BPK,3,239N5FFXB2HQFHCT6NDB,CADCHXF0ABRJ699H1BPK,16.344258238823603,39.5076071760099,53.49208038675808,4.824751154793871,16,40,53,5,B,B,B,B
248BB292JVYM47NDVPSW-E0NP0X8EPB2W4TT1BFQZ,3,248BB292JVYM47NDVPSW,E0NP0X8EPB2W4TT1BFQZ,1.1153692626885363,8.752830304684602,17.503554386350682,1.064582570373785,1,9,18,1,B,B,B,A
2563ZSNG104Q5DAP7S14-QYS2E338D42T40XPHE83,3,2563ZSNG104Q5DAP7S14,QYS2E338D42T40XPHE83,6.9946545103507685,9.573943779286637,4.987512734169805,11.47300011279451,7,10,5,11,B,A,A,B
26FNQH23W9X7Y3RQYPY0-C6X8M9MFTDTK4SP0VYDY,3,26FNQH23W9X7Y3RQYPY0,C6X8M9MFTDTK4SP0VYDY,3.477291173790273,10.584852282644492,7.354648227567777,3.51145640885024,3,11,7,4,B,A,A,A
2AJ1T7SSMF1259AE824X-HAE6X15XFGY07WPC6THV,4,2AJ1T7SSMF1259AE824X,HAE6X15XFGY07WPC6THV,11.693284004227316,18.914048702011076,32.657738629698855,1.1178931592543038,12,19,33,1,B,B,B,B
2B5HANDGR300YQ04KSDT-RMV181T8FMNZEBGGBFFV,4,2B5HANDGR300YQ04KSDT,RMV181T8FMNZEBGGBFFV,50.97861412302427,67.49048514428677,76.46718054315271,48.54014786564375,51,67,76,49,A,A,A,A
2BKXE26F5F7SK9V0T6C2-MQAHDZ8MVVN6E36FKQV3,4,2BKXE26F5F7SK9V0T6C2,MQAHDZ8MVVN6E36FKQV3,19.29663955022063,28.69446192216285,34.75246658764312,16.763236583498024,19,29,35,17,B,B,B,B
2C5575WYT6Y2Q31Z2FKJ-APCX4XQ170CJ51EGF84K,4,2C5575WYT6Y2Q31Z2FKJ,APCX4XQ170CJ51EGF84K,7.204372000040863,55.49534832695303,2.607599500074496,3.2039278640638877,7,55,3,3,A,A,A,A
2EMEEX6406FXCH5YGFJV-61BQ0XVHAYK7J5W5XMH5,5,2EMEEX6406FXCH5YGFJV,61BQ0XVHAYK7J5W5XMH5,18.68110511430988,53.69693936657477,47.84298398999292,3.322381052069062,19,54,48,3,A,A,A,A
2ERVETBWQK47CDGCMB9T-AEHQV1P73ZRVKPN99KZ8,4,2ERVETBWQK47CDGCMB9T,AEHQV1P73ZRVKPN99KZ8,6.381391757064199,19.03585679652867,60.50850743006209,5.012625275340414,6,19,61,5,B,B,A,B
2FH1KY9NPG4K4DPCR456-X7QJ6PRXHVPT958349FZ,2,2FH1KY9NPG4K4DPCR456,X7QJ6PRXHVPT958349FZ,0.3070914214822682,0.4111505273514869,0.63970847980956,0.1254249111789011,0,0,1,0,A,A,A,B
2FH1KY9NPG4K4DPCR456-X7QJ6PRXHVPT958349FZ,2,2FH1KY9NPG4K4DPCR456,X7QJ6PRXHVPT958349FZ,0.3070914214822682,0.4111505273514869,0.63970847980956,0.1254249111789011,0,0,1,0,A,A,A,B
2FH1KY9NPG4K4DPCR456-X7QJ6PRXHVPT958349FZ,2,2FH1KY9NPG4K4DPCR456,X7QJ6PRXHVPT958349FZ,0.3070914214822682,0.4111505273514869,0.63970847980956,0.1254249111789011,0,0,1,0,A,A,A,B
2FSZFJRPSA47ZPCYNWH2-44DZ0KV25R64870NRNHR,4,2FSZFJRPSA47ZPCYNWH2,44DZ0KV25R64870NRNHR,12.75214699045984,30.07995809121304,18.96011651147405,4.934224293862908,13,30,19,5,A,A,A,B
2FXCDQ2P5VGYT51PPT81-MCFT2V95CF986MYAD9WP,2,2FXCDQ2P5VGYT51PPT81,MCFT2V95CF986MYAD9WP,9.44932699234542,19.85073667110891,33.643507920491686,15.894951296897416,9,20,34,16,B,B,B,B
2G2KBNSM0BCVPV5S5YCB-H3FKY8YXZSQGJ5NZMPYD,4,2G2KBNSM0BCVPV5S5YCB,H3FKY8YXZSQGJ5NZMPYD,8.2861803967869,12.690403491827524,21.049390993120383,9.636689675850786,8,13,21,10,B,A,A,B
2G2KBNSM0BCVPV5S5YCB-H3FKY8YXZSQGJ5NZMPYD,4,2G2KBNSM0BCVPV5S5YCB,H3FKY8YXZSQGJ5NZMPYD,8.2861803967869,12.690403491827524,21.049390993120383,9.636689675850786,8,13,21,10,B,A,A,B
2HRRGX165DJKHT16H4P7-N2VEXVN1J8XT3EW28CVC,3,2HRRGX165DJKHT16H4P7,N2VEXVN1J8XT3EW28CVC,2.3619723311829075,7.277710988594654,0.6470819650889816,0.7619873404348319,2,7,1,1,B,A,B,A
2JEHZ69X89WDD7QK5R9V-B2ZJC4XD47PN181S8VKE,5,2JEHZ69X89WDD7QK5R9V,B2ZJC4XD47PN181S8VKE,26.620957766130243,3.597001096288245,26.345719840205927,22.006299760419,27,4,26,22,A,A,A,A
2KK0ZE5FDER703DQ4T8Z-NZYV7FCY4W9SK0D7VBAZ,3,2KK0ZE5FDER703DQ4T8Z,NZYV7FCY4W9SK0D7VBAZ,7.5187418434409405,45.513797279088514,44.12852547262742,2.301913291454082,8,46,44,2,A,A,A,A
2KK0ZE5FDER703DQ4T8Z-NZYV7FCY4W9SK0D7VBAZ,3,2KK0ZE5FDER703DQ4T8Z,NZYV7FCY4W9SK0D7VBAZ,7.5187418434409405,45.513797279088514,44.12852547262742,2.301913291454082,8,46,44,2,A,A,A,A
2KSHYC28VYQTBPKSEKS9-7988K2GJGWY06DHH8EKP,5,2KSHYC28VYQTBPKSEKS9,7988K2GJGWY06DHH8EKP,3.29514430899148,8.051934570216618,2.3432937850746867,4.784159344548995,3,8,2,5,B,B,B,B
2MSDFE4EV2KSKNNV4P6K-9XDB750B96FHGVNHCF7N,3,2MSDFE4EV2KSKNNV4P6K,9XDB750B96FHGVNHCF7N,5.254400871597143,19.04091740922639,4.70735206931023,0.300995831214863,5,19,5,0,B,B,A,B
2MSDFE4EV2KSKNNV4P6K-9XDB750B96FHGVNHCF7N,3,2MSDFE4EV2KSKNNV4P6K,9XDB750B96FHGVNHCF7N,5.254400871597143,19.04091740922639,4.70735206931023,0.300995831214863,5,19,5,0,B,B,A,B
2P0T14SQ0WF7Q5SV2F90-MS167E0DAV2DAP4VEMZT,2,2P0T14SQ0WF7Q5SV2F90,MS167E0DAV2DAP4VEMZT,9.083265150060162,9.665627696302083,22.90759991042749,10.858906182880837,9,10,23,11,A,A,A,A
2Q0FNN2QZXMZSRF0D6ZW-HZBZFJXAQESWC4NSYZ0K,4,2Q0FNN2QZXMZSRF0D6ZW,HZBZFJXAQESWC4NSYZ0K,16.755825386988956,56.20138588999944,35.10192869633587,15.531424960468328,17,56,35,16,A,A,A,A
2Q1QPMAZQEZ9131Z8WQH-PQB0M405JG5FEF8TS1D4,5,2Q1QPMAZQEZ9131Z8WQH,PQB0M405JG5FEF8TS1D4,13.837516226203403,21.69333982834316,2.2556453540313526,7.860843148971787,14,22,2,8,B,A,B,B
2Q8QX84P388SEPSEQZ2R-6SQNYR47FBEERB34A4QB,4,2Q8QX84P388SEPSEQZ2R,6SQNYR47FBEERB34A4QB,23.454314934337607,56.917115912476525,10.3155901915459,25.119127670448098,23,57,10,25,A,B,B,A
2Q8QX84P388SEPSEQZ2R-6SQNYR47FBEERB34A4QB,4,2Q8QX84P388SEPSEQZ2R,6SQNYR47FBEERB34A4QB,23.454314934337607,56.917115912476525,10.3155901915459,25.119127670448098,23,57,10,25,A,B,B,A
2Q8QX84P388SEPSEQZ2R-9HXEJ0S8WXF1ZT665TVC,4,2Q8QX84P388SEPSEQZ2R,9HXEJ0S8WXF1ZT665TVC,80.35688764256564,4.981265211992206,89.98123034793603,70.40490278291881,80,5,90,70,A,A,B,A
2QWDAMD62JWBH8EWB731-W0MPSFCE0RTHXC7FGEBY,5,2QWDAMD62JWBH8EWB731,W0MPSFCE0RTHXC7FGEBY,3.1583020841050766,31.521063457081027,13.924783777957376,0.28740811807641,3,32,14,0,B,B,A,B
2R187TFAFERTTSW1NH5P-5XEWC6W02DYZBJBEV0Q3,3,2R187TFAFERTTSW1NH5P,5XEWC6W02DYZBJBEV0Q3,37.45239085079613,59.63762406480423,80.15692688144304,27.539205209068967,37,60,80,28,B,B,B,B
2S1DEGQYR8D26ESPPARC-RHCAANNFWM0SW6VVSSHX,3,2S1DEGQYR8D26ESPPARC,RHCAANNFWM0SW6VVSSHX,56.80276510473385,44.72740400784416,85.49202072865015,39.63408143386157,57,45,85,40,A,A,A,A
2TE2MN9AYR27F1RNPG39-T01ZKB6EEM6RWR1RKDW4,2,2TE2MN9AYR27F1RNPG39,T01ZKB6EEM6RWR1RKDW4,12.928842477387,13.28392655280008,8.08424941955331,0.2324075656257616,13,13,8,0,A,A,A,B
2VKXE0PNT6VPDH074J9J-AFJAZN7YJ8ZYEBYP24QQ,4,2VKXE0PNT6VPDH074J9J,AFJAZN7YJ8ZYEBYP24QQ,37.65667037611679,76.66727181840098,3.8030191513162346,3.572774160678068,38,77,4,4,A,A,B,A
2VKXE0PNT6VPDH074J9J-AFJAZN7YJ8ZYEBYP24QQ,4,2VKXE0PNT6VPDH074J9J,AFJAZN7YJ8ZYEBYP24QQ,37.65667037611679,76.66727181840098,3.8030191513162346,3.572774160678068,38,77,4,4,A,A,B,A
2X14SJ0RSP5AFEVTG5X7-QZS5AXJWV3B5YPW2VG4M,2,2X14SJ0RSP5AFEVTG5X7,QZS5AXJWV3B5YPW2VG4M,4.9190005503362295,6.236121705762909,13.800933804227524,5.743066633756685,5,6,14,6,B,B,B,B
2X14SJ0RSP5AFEVTG5X7-QZS5AXJWV3B5YPW2VG4M,2,2X14SJ0RSP5AFEVTG5X7,QZS5AXJWV3B5YPW2VG4M,4.9190005503362295,6.236121705762909,13.800933804227524,5.743066633756685,5,6,14,6,B,B,B,B
2XMJ1TXBAAK6KKKAB5VY-RVXSZ1BK5KA18NGV7BB7,3,2XMJ1TXBAAK6KKKAB5VY,RVXSZ1BK5KA18NGV7BB7,16.129609444053138,32.46441985996098,26.89043994835791,5.895749693230233,16,32,27,6,B,B,A,B
2XMJ1TXBAAK6KKKAB5VY-RVXSZ1BK5KA18NGV7BB7,3,2XMJ1TXBAAK6KKKAB5VY,RVXSZ1BK5KA18NGV7BB7,16.129609444053138,32.46441985996098,26.89043994835791,5.895749693230233,16,32,27,6,B,B,A,B
2XXHBKTK897FZ18RXVCW-AXXGFB544RMR4BJY0B42,3,2XXHBKTK897FZ18RXVCW,AXXGFB544RMR4BJY0B42,25.629946461726945,17.92662609185547,49.08958641865052,20.31705227335093,26,18,49,20,B,B,B,B
2YFB3V0B58M5M7Y2GE9Y-4E82638C8WJ4QYVGNVS3,3,2YFB3V0B58M5M7Y2GE9Y,4E82638C8WJ4QYVGNVS3,14.660214752534548,22.725303125562814,40.13701333585428,6.128261793479424,15,23,40,6,B,B,B,B
2YVSR46R9TBAYNBCEP3S-T4QRYG1AQHRCM2T3J8TF,2,2YVSR46R9TBAYNBCEP3S,T4QRYG1AQHRCM2T3J8TF,64.64967044019406,69.71367227631019,140.1146214033877,65.49762195033237,65,70,140,65,B,B,B,B
2ZPTA87P6Y846BZXJQWF-8MRMXZ68BVNWMK2ZGNMT,5,2ZPTA87P6Y846BZXJQWF,8MRMXZ68BVNWMK2ZGNMT,3.7317436121484415,30.90106078372749,15.223171848754417,6.906127825054609,4,31,15,7,B,A,A,B
308Z307DW7RH9BHG9BKZ-FEF68EYQ4GDV1968WB01,2,308Z307DW7RH9BHG9BKZ,FEF68EYQ4GDV1968WB01,15.97824030744827,20.388213377985306,38.15312279324746,11.479630059743256,16,20,38,11,B,B,B,B
30K14F4NSGYJBHCSN7V8-GNNG23F7PXF9MBQB3MGQ,5,30K14F4NSGYJBHCSN7V8,GNNG23F7PXF9MBQB3MGQ,0.0559988907393757,0.76177596153255,0.3342178142593223,0.0386130771986916,0,1,0,0,A,B,B,B
328NJ2DJT2BTQYJVAH3P-9V43JTCAR93VZAMBPGZZ,4,328NJ2DJT2BTQYJVAH3P,9V43JTCAR93VZAMBPGZZ,98.92114655362188,13.510074416022665,115.18609774986042,57.77929296207641,99,14,115,58,B,B,A,B
32CEXH20BWP7300N74E1-MYN59DHYMR11HQPDW4A0,4,32CEXH20BWP7300N74E1,MYN59DHYMR11HQPDW4A0,22.575600128807228,67.00811291077646,15.972752844157617,16.896587867759667,23,67,16,17,B,A,A,B
32TDAGKPXW7VRS2B9GRB-RR6C5SKG038842GSXRHF,4,32TDAGKPXW7VRS2B9GRB,RR6C5SKG038842GSXRHF,19.768925139280544,29.48246199960562,38.27388725093123,15.95355521672628,20,29,38,16,A,A,A,A
342QZBKS9KWQG93NTPG9-SE5JDX0NFEHDSTR5RZK1,4,342QZBKS9KWQG93NTPG9,SE5JDX0NFEHDSTR5RZK1,2.2235640190731303,26.219546588868152,37.789287644766254,2.5990209430446,2,26,38,3,A,B,B,B
3499873Y4ZXGPMNEQN86-NGBCMZ2QY1XXY756CACE,4,3499873Y4ZXGPMNEQN86,NGBCMZ2QY1XXY756CACE,1.2402941464471988,5.328983425715807,1.4918184709561009,0.5058899096133812,1,5,1,1,B,B,B,B
34PHWP3MBR68CQ4CJVXJ-E0BQSSSTBBMH5Z3FZFXT,3,34PHWP3MBR68CQ4CJVXJ,E0BQSSSTBBMH5Z3FZFXT,0.6128734985244747,8.500612382065238,10.342991321131596,1.7526064116366369,1,9,10,2,A,B,B,B
35J503NDX2QQJR4Q83CZ-V1QGTB53FY1YP1WRMCFW,5,35J503NDX2QQJR4Q83CZ,V1QGTB53FY1YP1WRMCFW,7.961480122588817,48.67832151087785,67.26237766458246,11.321777082765102,8,49,67,11,B,B,B,B
36A9BASVFCJ7R3SC66YK-XC7G914BYH48XE7XAX2J,3,36A9BASVFCJ7R3SC66YK,XC7G914BYH48XE7XAX2J,5.486991000759928,21.45756367114093,12.212217401884274,1.4468125178377145,5,21,12,1,B,A,A,A
36MPE0J23RC70PK8Y2SK-MKSCJRD3SXGWATF2VKGT,2,36MPE0J23RC70PK8Y2SK,MKSCJRD3SXGWATF2VKGT,28.746316682490964,30.279274582528693,62.65202466018162,32.95828013655955,29,30,63,33,A,A,A,A
375WSXCHQ5G63Q66D0YX-YNGNHWDBQG0R0HQYWPB5,3,375WSXCHQ5G63Q66D0YX,YNGNHWDBQG0R0HQYWPB5,36.59256437713119,101.47243289565976,113.19532026495028,41.227214733666194,37,101,113,41,B,B,B,B
37WBNYT3THF3RFE4GMYM-P8VDDD334VQY1MFA4M9H,4,37WBNYT3THF3RFE4GMYM,P8VDDD334VQY1MFA4M9H,48.7501905622532,11.969275447063447,80.8741445804187,15.932701195662366,49,12,81,16,A,A,A,A
37WVSYVH8ACEPQMQWPJR-6NST15ETJ60HAWR2FAK4,5,37WVSYVH8ACEPQMQWPJR,6NST15ETJ60HAWR2FAK4,3.266099464720704,60.10641502491413,36.349410702427,2.329422199129596,3,60,36,2,A,A,A,B
39A27K5F5A9HX9JRN7MJ-JXZEBQKQN96S50FYJTKS,3,39A27K5F5A9HX9JRN7MJ,JXZEBQKQN96S50FYJTKS,22.807961899252486,27.3663936574444,50.46086987361983,7.360605849942512,23,27,50,7,B,B,B,B
39GZ7EDXPX3YJ0ZDZE8Q-TX2FDSPQS811B1A8AJ96,4,39GZ7EDXPX3YJ0ZDZE8Q,TX2FDSPQS811B1A8AJ96,22.40992953075176,82.77444892809338,32.39344435406616,24.22472237578574,22,83,32,24,A,A,A,A
39GZ7EDXPX3YJ0ZDZE8Q-TX2FDSPQS811B1A8AJ96,4,39GZ7EDXPX3YJ0ZDZE8Q,TX2FDSPQS811B1A8AJ96,22.40992953075176,82.77444892809338,32.39344435406616,24.22472237578574,22,83,32,24,A,A,A,A
39PV43BR0GJ24CNP53RD-JEWJRKYRC4AHX6C8GN89,2,39PV43BR0GJ24CNP53RD,JEWJRKYRC4AHX6C8GN89,20.2538423475002,23.951510113350608,49.09429164848468,20.752549952593323,20,24,49,21,B,B,B,B
3A5CKV3R1BX3C7SWATG3-JC5SGJ8TAR7SV73MGTE9,2,3A5CKV3R1BX3C7SWATG3,JC5SGJ8TAR7SV73MGTE9,3.82965764606856,6.261768873752756,11.579278430419112,5.036166984853976,4,6,12,5,B,B,B,B
3ADN0NC73DTPMJDGSXQC-V53HBC2SSPFYA74BB6XR,5,3ADN0NC73DTPMJDGSXQC,V53HBC2SSPFYA74BB6XR,10.319392517065143,15.51042581695586,18.02453575142265,0.8741731336566135,10,16,18,1,B,B,B,A
3AE1K5R21QHS2NNYSNZZ-HB8Y6YMRD8SZJ5MTS9JV,3,3AE1K5R21QHS2NNYSNZZ,HB8Y6YMRD8SZJ5MTS9JV,0.3376370252152794,1.5741446085654194,6.3704181377472375,3.2319500247097497,0,2,6,3,B,A,A,B
3BBAH7SJ1H0BMECK2GSP-FSQ46YGTTXN43RVDB40B,2,3BBAH7SJ1H0BMECK2GSP,FSQ46YGTTXN43RVDB40B,29.29805577498645,54.01593554315818,110.0865721229722,41.05933646529224,29,54,110,41,A,A,A,A
3BG9KTYV64WNX5QGR58B-BEXQ0B5HQ4QP4K7NT4M6,2,3BG9KTYV64WNX5QGR58B,BEXQ0B5HQ4QP4K7NT4M6,0.8971535971191414,1.1697016106717824,0.7258301901027874,1.9318175704486709,1,1,1,2,A,B,B,A
3BN0K2K6PKCJB3BM5MCA-D24S0TRTX26J153YJK6R,5,3BN0K2K6PKCJB3BM5MCA,D24S0TRTX26J153YJK6R,6.495495310260144,31.57061928958469,26.21258511753818,18.03234480687128,6,32,26,18,A,A,A,A
3BN0K2K6PKCJB3BM5MCA-RD4G72WXT5BQNPGA73W2,5,3BN0K2K6PKCJB3BM5MCA,RD4G72WXT5BQNPGA73W2,7.108493848539155,9.566335243475176,5.082201673285726,0.8419400631499364,7,10,5,1,A,B,B,B
3C3EF953SYH2383GJXAE-WYDRRHZEMZ5W4SWQPQG8,4,3C3EF953SYH2383GJXAE,WYDRRHZEMZ5W4SWQPQG8,92.9006055004236,56.64814758852056,127.09851695388978,59.92126320803612,93,57,127,60,B,B,B,B
3C9TB3VJMT3STJPVKHB3-7YJR5TKXQ7QGYFNN6T5B,2,3C9TB3VJMT3STJPVKHB3,7YJR5TKXQ7QGYFNN6T5B,20.582601857500887,18.49632470537301,42.52990093653267,20.0075892889995,21,18,43,20,A,A,A,A
3DSBBPJ4YH6E90T6GQJN-HFHFBHA2HDA82NN91N13,5,3DSBBPJ4YH6E90T6GQJN,HFHFBHA2HDA82NN91N13,25.485441257644165,56.54978050174623,66.73020366953638,34.79268932934981,25,57,67,35,B,B,B,B
3EKTQDMYH3WSF4712RV1-4CJ0PHQ26SPANDV2RW1Z,5,3EKTQDMYH3WSF4712RV1,4CJ0PHQ26SPANDV2RW1Z,24.66719111195535,86.2136176014037,39.877316805511065,9.096273231823918,25,86,40,9,B,B,B,B
3EVYZV7DKXFZVCZX3PJW-9HVMJN8JHWPMQ93M49BA,3,3EVYZV7DKXFZVCZX3PJW,9HVMJN8JHWPMQ93M49BA,21.502791776022008,47.28079154953535,74.6694417260507,10.717772216889918,22,47,75,11,B,B,B,B
3F9AW7DQQ700YWNE7B31-8CVPVQJZZ2X8CZ2ECM6Q,5,3F9AW7DQQ700YWNE7B31,8CVPVQJZZ2X8CZ2ECM6Q,12.47265523547552,18.55748963749322,0.5390868242085337,4.933417395211591,12,19,1,5,A,B,B,A
3F9DZX3EV5ZEWSY132WP-ZGPFDZWGHMMCQWAFG0PV,3,3F9DZX3EV5ZEWSY132WP,ZGPFDZWGHMMCQWAFG0PV,15.529832951427716,29.36862414738741,78.2516900605669,13.510406706514296,16,29,78,14,B,B,B,B
3FK0HSJ0VTKVDF5V9KG7-PNTCMJQ6DKFFJXQVKS67,5,3FK0HSJ0VTKVDF5V9KG7,PNTCMJQ6DKFFJXQVKS67,0.4024367618133879,13.605412720276965,8.705574093574915,0.7616558026282741,0,14,9,1,A,A,A,A
3H2XJH37J2GSHC4KG192-KRQDQ2PR1EFQEM3JFK8J,2,3H2XJH37J2GSHC4KG192,KRQDQ2PR1EFQEM3JFK8J,17.620054601792727,12.086699600444804,32.40901316210189,13.992288982101948,18,12,32,14,A,A,A,A
3H9Z5EV8FQQ190MYP8ZN-SDFAHH5RFECM3QFAVGK1,3,3H9Z5EV8FQQ190MYP8ZN,SDFAHH5RFECM3QFAVGK1,1.85204876856104,2.546913445434139,4.128296473700978,0.9229220401385518,2,3,4,1,A,A,A,A
3HG3XXTXM1ZKMG9D4ZVQ-WNV77VXP2E5CXZK5WETZ,2,3HG3XXTXM1ZKMG9D4ZVQ,WNV77VXP2E5CXZK5WETZ,92.5976185906656,96.6627200818562,162.52910118292178,92.2099511765467,93,97,163,92,B,B,B,B
3J4DPW6KEVACBHKPPFBJ-EPHCBRACXAXGD0YQE4YE,4,3J4DPW6KEVACBHKPPFBJ,EPHCBRACXAXGD0YQE4YE,2.818285654393246,73.23634180941784,14.198942375599572,12.020859898179184,3,73,14,12,A,A,A,B
3JS2T44AQVXDT8SH9Y0W-MQ70S54CYYHSJPXF16JC,4,3JS2T44AQVXDT8SH9Y0W,MQ70S54CYYHSJPXF16JC,6.388046200795857,30.77309655547107,12.534751717558583,11.511524119041754,6,31,13,12,B,B,B,B
3JS2T44AQVXDT8SH9Y0W-MQ70S54CYYHSJPXF16JC,4,3JS2T44AQVXDT8SH9Y0W,MQ70S54CYYHSJPXF16JC,6.388046200795857,30.77309655547107,12.534751717558583,11.511524119041754,6,31,13,12,B,B,B,B
3K6SN1QCRDQTE2QSXT1H-4K0A5FRT0DZGMNPEQ77T,2,3K6SN1QCRDQTE2QSXT1H,4K0A5FRT0DZGMNPEQ77T,22.297865580221625,31.923990940064755,49.63743740564588,21.46506465800944,22,32,50,21,B,B,B,B
3K879V10FA7VX271WX1Q-HF32XZXT9JSY6KDQTECH,2,3K879V10FA7VX271WX1Q,HF32XZXT9JSY6KDQTECH,2.104676411558452,8.296754409993556,17.824172229455964,0.3240205229248028,2,8,18,0,B,A,A,A
3MSTPX2RJ8FR6JRRHM3R-G7QSZC34B8EEJWM3RG1X,4,3MSTPX2RJ8FR6JRRHM3R,G7QSZC34B8EEJWM3RG1X,9.12887879013632,5.2835516694874665,0.5004114374524802,0.5079198863852272,9,5,1,1,B,A,B,B
3NNFD501HFE4BSMRCWVP-FENWA11QZBTY9NQJG7V8,2,3NNFD501HFE4BSMRCWVP,FENWA11QZBTY9NQJG7V8,26.815290119025036,26.413606913009573,60.15508836518627,26.13315730431132,27,26,60,26,B,B,B,B
3P67XMGFGV5DPD7FHMXE-7MPSJF3ZWB494HFKMX18,2,3P67XMGFGV5DPD7FHMXE,7MPSJF3ZWB494HFKMX18,7.035407948439186,5.977173373412533,4.031752125591245,1.7812853983021182,7,6,4,2,B,A,A,B
3QTG47JCTR049PNHW80R-MNV2NR5VVYH9J2K5TKCJ,3,3QTG47JCTR049PNHW80R,MNV2NR5VVYH9J2K5TKCJ,2.612360514474833,88.14368666271845,8.24898643955212,7.930114678488785,3,88,8,8,A,A,A,B
3QTG47JCTR049PNHW80R-MNV2NR5VVYH9J2K5TKCJ,3,3QTG47JCTR049PNHW80R,MNV2NR5VVYH9J2K5TKCJ,2.612360514474833,88.14368666271845,8.24898643955212,7.930114678488785,3,88,8,8,A,A,A,B
3QZHKC2D71Z3JDY43BRA-H02Y7AECWV0VRJVZ59H8,4,3QZHKC2D71Z3JDY43BRA,H02Y7AECWV0VRJVZ59H8,14.567657573711337,25.364879533840195,56.644711260122925,11.853935751410368,15,25,57,12,A,A,A,A
3R8S3HXTV92T0YCNJBAC-62D5VACQ2PVB57RGCRZY,4,3R8S3HXTV92T0YCNJBAC,62D5VACQ2PVB57RGCRZY,2.4698854054412167,90.69202754436976,70.60743952055121,14.720174529062202,2,91,71,15,B,B,B,A
3R9EKDAVEQP0P05HEGNT-KDEMN0T3JTHSH1B3TH2Z,4,3R9EKDAVEQP0P05HEGNT,KDEMN0T3JTHSH1B3TH2Z,20.558816760276542,23.26323588599369,21.88497557287939,6.910571929352134,21,23,22,7,B,B,B,B
3RTP7PB5KH5JJKYAK9VF-QP7PA5X60RYF5ZMEHABZ,5,3RTP7PB5KH5JJKYAK9VF,QP7PA5X60RYF5ZMEHABZ,51.86156115288654,92.64130747308192,35.31914179685872,16.750951556374297,52,93,35,17,A,A,A,A
3S4Z4NF8JWY95P5M8G8X-ATHDHP1SBZB868427RVW,5,3S4Z4NF8JWY95P5M8G8X,ATHDHP1SBZB868427RVW,19.655699719040392,68.0245503782585,19.565060408173338,3.017107225742817,20,68,20,3,A,A,A,B
3T1DHQGNHNEJNGDVJ86C-ZF14VZGZ817EBF3MENGB,5,3T1DHQGNHNEJNGDVJ86C,ZF14VZGZ817EBF3MENGB,0.2171182377293383,31.361617673856284,45.9945093080361,8.777037773308892,0,31,46,9,B,B,B,B
3TETN86N8834E5E5E3KY-GWWV994EJWBTZ35MB5CF,4,3TETN86N8834E5E5E3KY,GWWV994EJWBTZ35MB5CF,21.200024425613144,22.11081645044311,99.97181930123634,18.447993791763555,21,22,100,18,B,B,B,B
3W2PHY7VB71PY4W9PMRW-KTKWF0E2SKQF6C7EFJ2D,4,3W2PHY7VB71PY4W9PMRW,KTKWF0E2SKQF6C7EFJ2D,27.1423919641516,68.26636590729086,75.31780696868744,25.571574832969517,27,68,75,26,A,A,A,A
3W2PHY7VB71PY4W9PMRW-KTKWF0E2SKQF6C7EFJ2D,4,3W2PHY7VB71PY4W9PMRW,KTKWF0E2SKQF6C7EFJ2D,27.1423919641516,68.26636590729086,75.31780696868744,25.571574832969517,27,68,75,26,A,A,A,A
3W4RNCYRBZNK6GA4FES1-NSWQFK2MBMFKJB5ACPEK,3,3W4RNCYRBZNK6GA4FES1,NSWQFK2MBMFKJB5ACPEK,26.60801280795237,29.74646783941057,68.80911518957802,12.460919295316833,27,30,69,12,B,B,B,B
3W8P01BSR3QNNA2JH2SK-QE7D3X6X3813R3K2V5YH,2,3W8P01BSR3QNNA2JH2SK,QE7D3X6X3813R3K2V5YH,38.48010447719738,50.62265895141773,97.00038125154737,47.34359088245863,38,51,97,47,B,B,B,B
3YVHJMEPZ170KW4EMSPE-N33ZQ57167W5KGF6FSJH,3,3YVHJMEPZ170KW4EMSPE,N33ZQ57167W5KGF6FSJH,21.035267788852284,55.64054984255614,72.36102227990868,9.768898762961978,21,56,72,10,A,A,A,A
